Pos	Recs	PctRecs	Min_Q	Low_Q	Med_Q	Mean_Q	Hi_Q	Max_Q	Min_Pe	Low_Pe	Med_Pe	Mean_Pe	Hi_Pe	Max_Pe	Min_EE	Low_EE	Med_EE	Mean_EE	Hi_EE	Max_EE
836	7147	1.3	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	20.52	41.34	45.19	45.02	48.50	84.06
837	7051	1.3	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	20.54	41.39	45.25	45.10	48.59	84.08
838	6955	1.3	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	20.55	41.45	45.31	45.16	48.67	84.10
839	6862	1.3	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	20.56	41.51	45.38	45.22	48.75	84.12
840	6776	1.2	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	20.58	41.57	45.47	45.30	48.83	84.24
841	6690	1.2	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	20.61	41.63	45.54	45.37	48.91	84.37
842	6609	1.2	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	20.65	41.71	45.62	45.44	48.98	84.49
843	6512	1.2	7.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	0.2	20.68	41.74	45.70	45.50	49.05	84.62
844	6429	1.2	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	20.68	41.81	45.77	45.58	49.13	84.63
845	6356	1.2	7.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	0.2	20.70	41.86	45.84	45.65	49.21	84.64
846	6266	1.2	7.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	0.2	20.77	41.92	45.94	45.72	49.29	84.64
847	6179	1.1	7.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	0.2	20.83	41.98	46.03	45.81	49.38	84.65
848	6104	1.1	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	20.89	42.06	46.12	45.89	49.47	84.66
849	6029	1.1	7.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	0.2	20.96	42.13	46.21	45.97	49.56	84.71
850	5951	1.1	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	21.02	42.21	46.28	46.05	49.65	84.76
851	5865	1.1	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	21.08	42.29	46.36	46.12	49.71	84.76
852	5797	1.1	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	21.15	42.36	46.43	46.19	49.79	84.82
853	5713	1.1	7.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	0.2	21.15	42.47	46.50	46.28	49.87	84.89
854	5634	1.0	7.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	0.2	21.18	42.51	46.56	46.33	49.93	84.95
855	5564	1.0	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	21.22	42.61	46.64	46.41	50.00	85.01
856	5506	1.0	7.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	0.2	21.25	42.66	46.73	46.49	50.12	85.08
857	5441	1.0	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	21.29	42.72	46.79	46.56	50.19	85.24
858	5369	1.0	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	21.33	42.80	46.87	46.64	50.27	85.44
859	5311	1.0	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	21.37	42.88	46.93	46.71	50.36	85.64
860	5249	1.0	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	21.41	42.96	47.02	46.80	50.44	85.84
861	5186	1.0	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	21.45	43.03	47.12	46.88	50.54	86.04
862	5115	0.9	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	21.45	43.08	47.17	46.94	50.59	86.24
863	5048	0.9	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	21.45	43.16	47.25	47.01	50.65	86.44
864	4965	0.9	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	21.49	43.25	47.31	47.09	50.74	86.64
865	4873	0.9	7.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	0.2	21.53	43.33	47.38	47.16	50.81	86.84
866	4789	0.9	7.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	0.2	21.56	43.40	47.45	47.23	50.90	86.92
867	4729	0.9	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	21.58	43.48	47.53	47.30	50.98	87.00
868	4668	0.9	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	21.61	43.54	47.59	47.37	51.03	87.08
869	4598	0.8	7.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	0.2	21.63	43.65	47.69	47.45	51.12	87.16
870	4539	0.8	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	21.70	43.69	47.76	47.52	51.19	87.24
871	4487	0.8	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	21.76	43.74	47.84	47.58	51.27	87.32
872	4429	0.8	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	21.81	43.82	47.93	47.66	51.36	87.40
873	4359	0.8	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	21.89	43.93	48.00	47.72	51.42	87.48
874	4298	0.8	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	22.09	43.93	48.07	47.77	51.47	87.56
875	4238	0.8	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	22.17	43.97	48.15	47.84	51.55	87.64
876	4181	0.8	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	22.25	44.04	48.20	47.91	51.64	87.71
877	4124	0.8	0.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	22.33	44.12	48.28	47.98	51.72	87.79
878	4064	0.7	7.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	0.2	22.41	44.26	48.37	48.07	51.81	87.87
879	4012	0.7	7.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	0.2	22.48	44.35	48.46	48.17	51.90	87.95
880	3951	0.7	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	22.56	44.42	48.56	48.26	52.02	88.15
881	3884	0.7	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	22.64	44.52	48.65	48.35	52.12	88.20
882	3826	0.7	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	22.72	44.61	48.73	48.44	52.21	88.40
883	3757	0.7	7.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	0.2	22.80	44.74	48.82	48.54	52.30	88.60
884	3698	0.7	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	22.88	44.80	48.91	48.62	52.37	88.80
885	3657	0.7	7.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	0.2	22.96	44.88	48.98	48.68	52.45	89.00
886	3614	0.7	7.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	0.2	23.04	44.96	49.08	48.77	52.53	89.20
887	3565	0.7	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	23.12	45.08	49.16	48.86	52.64	89.40
888	3503	0.6	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	23.17	45.18	49.26	48.96	52.69	89.60
889	3445	0.6	7.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	0.2	23.22	45.27	49.35	49.05	52.77	89.80
890	3395	0.6	0.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	23.27	45.39	49.43	49.14	52.89	89.88
891	3323	0.6	0.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.07	0.079	1	23.32	45.50	49.50	49.22	52.97	89.96
892	3265	0.6	0.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.07	0.079	1	23.37	45.56	49.61	49.31	53.03	90.04
893	3204	0.6	0.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.071	0.079	1	23.45	45.68	49.71	49.42	53.13	90.12
894	3164	0.6	7.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	0.2	23.53	45.80	49.79	49.51	53.24	90.20
895	3106	0.6	0.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.07	0.079	1	23.61	45.88	49.87	49.62	53.33	90.28
896	3064	0.6	0.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.07	0.079	1	23.69	46.03	49.96	49.72	53.41	90.35
897	3006	0.6	7.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	0.2	23.77	46.11	50.07	49.83	53.50	90.43
898	2957	0.5	0.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.07	0.079	1	23.85	46.30	50.17	49.94	53.58	90.63
899	2916	0.5	7.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.07	0.079	0.2	23.93	46.38	50.27	50.03	53.69	90.70
900	2876	0.5	7.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	0.2	24.01	46.51	50.37	50.14	53.77	90.76
901	2824	0.5	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	24.09	46.66	50.44	50.25	53.87	90.82
902	2773	0.5	7.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	0.2	24.17	46.74	50.54	50.35	54.03	90.89
903	2727	0.5	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	24.24	46.82	50.62	50.44	54.11	90.95
904	2689	0.5	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.07	0.079	1	24.32	46.92	50.71	50.53	54.19	91.01
905	2641	0.5	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.07	0.079	1	24.40	47.05	50.81	50.65	54.27	91.08
906	2587	0.5	0.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.07	0.079	1	24.48	47.19	50.90	50.76	54.43	91.14
907	2542	0.5	7.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	0.2	24.56	47.27	50.99	50.86	54.53	91.20
908	2494	0.5	0.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.07	0.079	1	24.69	47.36	51.07	50.94	54.62	91.26
909	2442	0.4	0.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.07	0.079	1	24.81	47.48	51.15	51.07	54.71	91.33
910	2400	0.4	0.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.07	0.079	1	24.94	47.61	51.22	51.15	54.79	91.39
911	2369	0.4	7.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	0.2	24.99	47.66	51.30	51.22	54.91	91.45
912	2324	0.4	7.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	0.2	25.04	47.80	51.36	51.34	55.02	91.50
913	2286	0.4	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.07	0.079	1	25.07	47.90	51.49	51.47	55.12	91.55
914	2248	0.4	7.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.07	0.079	0.2	25.10	48.02	51.57	51.57	55.23	91.63
915	2211	0.4	7.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.07	0.079	0.2	25.13	48.12	51.70	51.69	55.36	91.71
916	2175	0.4	0.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.071	0.079	1	25.15	48.21	51.85	51.79	55.49	91.79
917	2124	0.4	7.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.071	0.079	0.2	25.19	48.32	51.93	51.91	55.59	91.87
918	2093	0.4	7.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.071	0.079	0.2	25.20	48.41	52.02	51.99	55.70	91.95
919	2054	0.4	7.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.07	0.079	0.2	25.21	48.50	52.14	52.10	55.83	92.03
920	2026	0.4	0.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.071	0.079	1	25.24	48.60	52.25	52.17	55.92	92.11
921	1992	0.4	0.0	11.0	11.0	12.1	13.0	25.0	0.0032	0.05	0.079	0.072	0.079	1	25.28	48.68	52.39	52.26	56.03	92.19
922	1967	0.4	7.0	11.0	11.0	12.1	13.0	25.0	0.0032	0.05	0.079	0.072	0.079	0.2	25.32	48.74	52.47	52.33	56.10	92.39
923	1936	0.4	7.0	11.0	11.0	12.1	13.0	25.0	0.0032	0.05	0.079	0.072	0.079	0.2	25.36	48.84	52.57	52.45	56.21	92.59
924	1908	0.4	7.0	11.0	11.0	12.1	13.0	25.0	0.0032	0.05	0.079	0.072	0.079	0.2	25.43	48.93	52.67	52.55	56.28	92.64
925	1880	0.3	0.0	11.0	11.0	12.1	13.0	25.0	0.0032	0.05	0.079	0.073	0.079	1	25.49	49.01	52.73	52.62	56.34	92.72
926	1856	0.3	7.0	11.0	11.0	12.1	13.0	25.0	0.0032	0.05	0.079	0.072	0.079	0.2	25.57	49.16	52.85	52.76	56.45	92.80
927	1810	0.3	7.0	11.0	11.0	12.1	13.0	25.0	0.0032	0.05	0.079	0.072	0.079	0.2	25.65	49.24	52.97	52.88	56.56	92.84
928	1777	0.3	7.0	11.0	11.0	12.1	13.0	25.0	0.0032	0.05	0.079	0.071	0.079	0.2	25.73	49.44	53.05	53.00	56.68	92.88
929	1734	0.3	7.0	11.0	11.0	12.1	13.0	25.0	0.0032	0.05	0.079	0.071	0.079	0.2	25.81	49.56	53.13	53.09	56.77	92.92
930	1709	0.3	7.0	11.0	11.0	12.1	13.0	25.0	0.0032	0.05	0.079	0.071	0.079	0.2	25.89	49.65	53.20	53.20	56.91	92.96
931	1689	0.3	7.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.071	0.079	0.2	25.97	49.74	53.29	53.32	57.03	93.04
932	1666	0.3	7.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	0.2	26.04	49.84	53.44	53.43	57.15	93.12
933	1642	0.3	7.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	0.2	26.12	49.94	53.56	53.53	57.28	93.32
934	1618	0.3	7.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	0.2	26.16	49.99	53.64	53.60	57.36	93.51
935	1595	0.3	0.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.07	0.079	1	26.19	50.10	53.77	53.74	57.47	93.71
936	1564	0.3	7.0	11.0	11.0	12.1	13.0	25.0	0.0032	0.05	0.079	0.07	0.079	0.2	26.27	50.22	53.89	53.87	57.61	93.91
937	1539	0.3	7.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.07	0.079	0.2	26.35	50.32	54.02	53.99	57.75	94.11
938	1511	0.3	7.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.071	0.079	0.2	26.43	50.41	54.14	54.07	57.81	94.31
939	1492	0.3	7.0	11.0	11.0	12.1	13.0	25.0	0.0032	0.05	0.079	0.072	0.079	0.2	26.51	50.52	54.25	54.20	57.91	94.51
940	1471	0.3	7.0	11.0	11.0	12.1	13.0	25.0	0.0032	0.05	0.079	0.072	0.079	0.2	26.56	50.64	54.36	54.31	57.98	94.71
941	1448	0.3	7.0	11.0	11.0	12.1	13.0	25.0	0.0032	0.05	0.079	0.073	0.079	0.2	26.61	50.71	54.45	54.42	58.12	94.79
942	1430	0.3	7.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.071	0.079	0.2	26.69	50.81	54.53	54.51	58.23	94.87
943	1410	0.3	7.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.071	0.079	0.2	26.76	50.86	54.61	54.59	58.31	94.95
944	1379	0.3	7.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.072	0.079	0.2	26.84	50.91	54.74	54.69	58.44	95.03
945	1351	0.2	7.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.072	0.079	0.2	26.92	51.10	54.85	54.83	58.53	95.11
946	1319	0.2	7.0	11.0	11.0	12.1	13.0	25.0	0.0032	0.05	0.079	0.072	0.079	0.2	27.00	51.25	54.93	54.93	58.62	95.19
947	1296	0.2	7.0	11.0	11.0	12.1	13.0	25.0	0.0032	0.05	0.079	0.072	0.079	0.2	27.08	51.35	55.05	55.05	58.74	95.27
948	1274	0.2	0.0	11.0	11.0	12.1	13.0	25.0	0.0032	0.05	0.079	0.074	0.079	1	27.16	51.44	55.12	55.14	58.83	95.35
949	1263	0.2	7.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.071	0.079	0.2	27.24	51.55	55.23	55.26	58.93	95.43
950	1237	0.2	7.0	11.0	11.0	12.1	13.0	25.0	0.0032	0.05	0.079	0.073	0.079	0.2	27.32	51.66	55.33	55.38	59.02	95.51
951	1217	0.2	7.0	11.0	11.0	12.1	13.0	25.0	0.0032	0.05	0.079	0.073	0.079	0.2	27.40	51.72	55.44	55.46	59.09	95.59
952	1197	0.2	7.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.072	0.079	0.2	27.42	51.79	55.53	55.54	59.16	95.67
953	1176	0.2	7.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.072	0.079	0.2	27.43	51.87	55.65	55.64	59.24	95.74
954	1156	0.2	7.0	11.0	11.0	12.1	13.0	25.0	0.0032	0.05	0.079	0.073	0.079	0.2	30.79	52.08	55.74	55.81	59.33	95.82
955	1136	0.2	7.0	11.0	11.0	11.9	13.0	25.0	0.0032	0.05	0.079	0.074	0.079	0.2	30.85	52.17	55.84	55.90	59.41	95.89
956	1123	0.2	7.0	11.0	11.0	11.9	13.0	25.0	0.0032	0.05	0.079	0.074	0.079	0.2	30.88	52.25	55.90	55.98	59.48	95.95
957	1110	0.2	7.0	11.0	11.0	11.9	13.0	25.0	0.0032	0.05	0.079	0.074	0.079	0.2	30.95	52.33	56.00	56.07	59.53	96.01
958	1091	0.2	7.0	11.0	11.0	11.9	13.0	25.0	0.0032	0.05	0.079	0.074	0.079	0.2	30.96	52.41	56.11	56.19	59.61	96.09
959	1077	0.2	7.0	11.0	11.0	11.9	13.0	25.0	0.0032	0.05	0.079	0.074	0.079	0.2	30.97	52.49	56.24	56.29	59.68	96.17
960	1063	0.2	7.0	11.0	11.0	12.0	13.0	25.0	0.0032	0.05	0.079	0.073	0.079	0.2	30.99	52.57	56.33	56.40	59.81	96.37
961	1042	0.2	7.0	11.0	11.0	11.9	13.0	25.0	0.0032	0.05	0.079	0.074	0.079	0.2	31.01	52.69	56.49	56.55	59.96	96.57
962	1028	0.2	7.0	11.0	11.0	11.9	13.0	25.0	0.0032	0.05	0.079	0.075	0.079	0.2	31.06	52.79	56.59	56.67	60.09	96.77
963	1010	0.2	7.0	11.0	11.0	12.0	13.0	25.0	0.0032	0.05	0.079	0.074	0.079	0.2	31.11	52.89	56.75	56.80	60.20	96.97
964	995	0.2	7.0	11.0	11.0	12.1	13.0	25.0	0.0032	0.05	0.079	0.073	0.079	0.2	31.40	52.97	56.76	56.90	60.31	97.17
965	977	0.2	7.0	11.0	11.0	12.1	13.0	25.0	0.0032	0.05	0.079	0.072	0.079	0.2	31.60	53.20	57.01	57.05	60.39	97.37
966	961	0.2	7.0	11.0	11.0	12.1	13.0	25.0	0.0032	0.05	0.079	0.073	0.079	0.2	31.65	53.34	57.17	57.16	60.47	97.57
967	941	0.2	7.0	11.0	11.0	12.1	13.0	25.0	0.0032	0.05	0.079	0.073	0.079	0.2	31.68	53.54	57.36	57.30	60.59	97.77
968	924	0.2	7.0	11.0	11.0	12.2	13.0	25.0	0.0032	0.05	0.079	0.072	0.079	0.2	31.73	53.69	57.45	57.42	60.69	97.85
969	904	0.2	7.0	11.0	11.0	12.1	13.0	25.0	0.0032	0.05	0.079	0.073	0.079	0.2	31.81	53.81	57.52	57.50	60.75	97.93
970	892	0.2	7.0	11.0	11.0	12.0	13.0	25.0	0.0032	0.05	0.079	0.074	0.079	0.2	31.89	53.87	57.59	57.58	60.85	97.95
971	873	0.2	7.0	11.0	11.0	12.0	13.0	25.0	0.0032	0.05	0.079	0.074	0.079	0.2	31.97	54.03	57.67	57.73	60.94	97.97
972	851	0.2	7.0	11.0	11.0	11.9	13.0	25.0	0.0032	0.05	0.079	0.075	0.079	0.2	32.05	54.11	57.78	57.83	61.08	98.01
973	833	0.2	7.0	11.0	11.0	12.0	13.0	25.0	0.0032	0.05	0.079	0.074	0.079	0.2	32.12	54.26	57.91	57.96	61.16	98.05
974	819	0.2	7.0	11.0	11.0	11.9	13.0	25.0	0.0032	0.05	0.079	0.074	0.079	0.2	32.20	54.35	57.97	58.10	61.26	98.08
975	807	0.1	7.0	11.0	11.0	12.0	13.0	25.0	0.0032	0.05	0.079	0.074	0.079	0.2	32.23	54.42	58.08	58.20	61.38	98.16
976	791	0.1	7.0	11.0	11.0	12.0	13.0	25.0	0.0032	0.05	0.079	0.073	0.079	0.2	32.25	54.49	58.19	58.32	61.47	98.24
977	775	0.1	7.0	11.0	11.0	11.9	13.0	25.0	0.0032	0.05	0.079	0.075	0.079	0.2	32.28	54.57	58.35	58.44	61.61	98.40
978	768	0.1	0.0	11.0	11.0	11.9	13.0	25.0	0.0032	0.05	0.079	0.076	0.079	1	32.30	54.68	58.43	58.54	61.73	98.55
979	755	0.1	7.0	11.0	11.0	11.9	13.0	25.0	0.0032	0.05	0.079	0.075	0.079	0.2	39.31	54.73	58.58	58.68	61.85	98.71
980	743	0.1	7.0	11.0	11.0	12.0	13.0	25.0	0.0032	0.05	0.079	0.074	0.079	0.2	39.36	54.88	58.69	58.79	61.94	98.87
981	735	0.1	7.0	11.0	11.0	12.1	13.0	25.0	0.0032	0.05	0.079	0.074	0.079	0.2	39.41	54.93	58.77	58.87	61.98	99.03
982	723	0.1	7.0	11.0	11.0	11.9	13.0	25.0	0.0032	0.05	0.079	0.075	0.079	0.2	39.43	55.02	58.85	58.96	62.11	99.19
983	715	0.1	7.0	11.0	11.0	11.9	13.0	25.0	0.0032	0.05	0.079	0.075	0.079	0.2	39.45	55.12	59.04	59.06	62.25	99.35
984	705	0.1	7.0	11.0	11.0	11.9	12.0	24.0	0.004	0.063	0.079	0.075	0.079	0.2	39.52	55.28	59.12	59.21	62.34	99.51
985	697	0.1	7.0	11.0	11.0	11.9	13.0	24.0	0.004	0.05	0.079	0.075	0.079	0.2	39.60	55.36	59.15	59.29	62.44	99.66
986	690	0.1	7.0	11.0	11.0	11.9	12.0	25.0	0.0032	0.063	0.079	0.076	0.079	0.2	39.68	55.40	59.29	59.37	62.58	99.82
987	678	0.1	7.0	11.0	11.0	12.0	13.0	25.0	0.0032	0.05	0.079	0.075	0.079	0.2	39.76	55.52	59.40	59.51	62.69	99.98
988	670	0.1	7.0	11.0	11.0	12.1	13.0	25.0	0.0032	0.05	0.079	0.074	0.079	0.2	39.84	55.60	59.51	59.63	62.76	100.14
989	663	0.1	7.0	11.0	11.0	11.9	13.0	23.0	0.005	0.05	0.079	0.076	0.079	0.2	39.92	55.92	59.62	59.78	62.85	100.30
990	660	0.1	7.0	11.0	11.0	11.9	13.0	25.0	0.0032	0.05	0.079	0.076	0.079	0.2	40.00	55.94	59.70	59.84	62.89	100.38
991	655	0.1	7.0	11.0	11.0	12.0	13.0	25.0	0.0032	0.05	0.079	0.074	0.079	0.2	40.08	56.09	59.78	59.94	62.98	100.54
992	646	0.1	7.0	11.0	11.0	11.8	13.0	25.0	0.0032	0.05	0.079	0.076	0.079	0.2	40.16	56.24	59.86	60.01	63.00	100.62
993	633	0.1	7.0	11.0	11.0	11.9	12.0	25.0	0.0032	0.063	0.079	0.076	0.079	0.2	40.24	56.43	60.00	60.19	63.13	100.69
994	624	0.1	7.0	11.0	11.0	11.8	13.0	25.0	0.0032	0.05	0.079	0.076	0.079	0.2	40.90	56.51	60.11	60.35	63.27	100.77
995	618	0.1	7.0	11.0	11.0	12.0	13.0	25.0	0.0032	0.05	0.079	0.075	0.079	0.2	40.98	56.57	60.19	60.42	63.29	100.85
996	610	0.1	7.0	11.0	11.0	12.0	13.0	25.0	0.0032	0.05	0.079	0.075	0.079	0.2	41.03	56.67	60.32	60.56	63.46	100.93
997	598	0.1	7.0	11.0	11.0	11.9	12.0	24.0	0.004	0.063	0.079	0.077	0.079	0.2	41.11	56.85	60.45	60.76	63.54	101.01
998	593	0.1	7.0	11.0	11.0	11.8	13.0	25.0	0.0032	0.05	0.079	0.076	0.079	0.2	41.19	56.98	60.52	60.82	63.58	101.21
999	588	0.1	7.0	11.0	11.0	11.7	12.0	25.0	0.0032	0.063	0.079	0.077	0.079	0.2	41.26	56.94	60.60	60.90	63.70	101.41
1000	583	0.1	7.0	11.0	11.0	11.9	13.0	23.0	0.005	0.05	0.079	0.076	0.079	0.2	41.34	56.96	60.67	60.98	63.74	101.49
1001	577	0.1	7.0	11.0	11.0	12.0	13.0	25.0	0.0032	0.05	0.079	0.074	0.079	0.2	41.42	57.06	60.76	61.08	63.86	101.57
1002	563	0.1	7.0	11.0	11.0	12.0	13.0	25.0	0.0032	0.05	0.079	0.074	0.079	0.2	41.50	57.16	60.88	61.24	64.11	101.65
1003	554	0.1	7.0	11.0	11.0	12.1	13.0	25.0	0.0032	0.05	0.079	0.073	0.079	0.2	41.58	57.46	60.99	61.41	64.30	101.73
1004	546	0.1	7.0	11.0	11.0	11.9	13.0	25.0	0.0032	0.05	0.079	0.075	0.079	0.2	41.66	57.59	61.09	61.52	64.38	101.81
1005	538	0.1	7.0	11.0	11.0	11.9	13.0	25.0	0.0032	0.05	0.079	0.075	0.079	0.2	41.74	57.67	61.28	61.62	64.46	101.89
1006	530	0.1	7.0	11.0	11.0	11.9	13.0	25.0	0.0032	0.05	0.079	0.076	0.079	0.2	41.82	57.86	61.47	61.72	64.54	101.97
