usearch v8.1.1861_i86linux32, 4.0Gb RAM (15.3Gb total), 4 cores
usearch -fastq_stats fastq/kf_stripped.fq -log stats.log 
Started Tue Jul  4 16:33:14 2017
00:07  46Mb  100.0% Reading fastq/kf_stripped.fq

Read length distribution
      L           N      Pct   AccPct
  752    1.1%    0.0%    0.0%    0.0%
  751    1.1%    0.0%    0.0%    0.0%
  750    1.2%    0.0%    0.0%    0.0%
  749    1.2%    0.0%    0.0%    0.0%
  748    1.2%    0.0%    0.0%    0.0%
  747    1.2%    0.0%    0.0%    0.0%
  746    1.2%    0.0%    0.0%    0.0%
  745    1.2%    0.0%    0.0%    0.0%
  744    1.2%    0.0%    0.0%    0.0%
  743    1.2%    0.0%    0.0%    0.0%
  742    1.2%    0.0%    0.0%    0.0%
  741    1.2%    0.0%    0.0%    0.0%
  740    1.2%    0.0%    0.0%    0.0%
  739    1.2%    0.0%    0.0%    0.0%
  738    1.2%    0.0%    0.0%    0.0%
  737    1.3%    0.0%    0.0%    0.0%
  736    1.3%    0.0%    0.0%    0.0%
  735    1.3%    0.0%    0.0%    0.0%
  734    1.3%    0.0%    0.0%    0.0%
  733    1.3%    0.0%    0.0%    0.0%
  732    1.3%    0.0%    0.0%    0.0%
  731    1.3%    0.0%    0.0%    0.0%
  730    1.3%    0.0%    0.0%    0.0%
  729    1.3%    0.0%    0.0%    0.0%
  728    1.3%    0.0%    0.0%    0.0%
  727    1.3%    0.0%    0.0%    0.0%
  726    1.3%    0.0%    0.0%    0.0%
  725    1.4%    0.0%    0.0%    0.0%
  724    1.4%    0.0%    0.0%    0.0%
  723    1.4%    0.0%    0.0%    0.0%
  722    1.4%    0.0%    0.0%    0.0%
  721    1.4%    0.0%    0.0%    0.0%
  720    1.4%    0.0%    0.0%    0.0%
  719    1.4%    0.0%    0.0%    0.0%
  718    1.4%    0.0%    0.0%    0.0%
  717    1.4%    0.0%    0.0%    0.0%
  716    1.4%    0.0%    0.0%    0.0%
  715    1.4%    0.0%    0.0%    0.0%
  714    1.5%    0.0%    0.0%    0.0%
  713    1.5%    0.0%    0.0%    0.0%
  712    1.5%    0.0%    0.0%    0.0%
  711    1.5%    0.0%    0.0%    0.0%
  710    1.5%    0.0%    0.0%    0.0%
  709    1.5%    0.0%    0.0%    0.0%
  708    1.5%    0.0%    0.0%    0.0%
  707    1.5%    0.0%    0.0%    0.0%
  706    1.5%    0.0%    0.0%    0.0%
  705    1.5%    0.0%    0.0%    0.0%
  704    1.6%    0.0%    0.0%    0.0%
  703    1.6%    0.0%    0.0%    0.0%
  702    1.6%    0.0%    0.0%    0.0%
  701    1.6%    0.0%    0.0%    0.0%
  700    1.6%    0.0%    0.0%    0.0%
  699    1.6%    0.0%    0.0%    0.0%
  698    1.6%    0.0%    0.0%    0.0%
  697    1.6%    0.0%    0.0%    0.0%
  696    1.6%    0.0%    0.0%    0.0%
  695    1.6%    0.0%    0.0%    0.0%
  694    1.6%    0.0%    0.0%    0.0%
  693    1.7%    0.0%    0.0%    0.0%
  692    1.7%    0.0%    0.0%    0.0%
  691    1.7%    0.0%    0.0%    0.0%
  690    1.7%    0.0%    0.0%    0.0%
  689    1.7%    0.0%    0.0%    0.0%
  688    1.7%    0.0%    0.0%    0.0%
  687    1.7%    0.0%    0.0%    0.0%
  686    1.7%    0.0%    0.0%    0.0%
  685    1.7%    0.0%    0.0%    0.0%
  684    1.8%    0.0%    0.0%    0.0%
  683    1.8%    0.0%    0.0%    0.0%
  682    1.8%    0.0%    0.0%    0.0%
  681    1.8%    0.0%    0.0%    0.0%
  680    1.8%    0.0%    0.0%    0.0%
  679    1.8%    0.0%    0.0%    0.0%
  678    1.8%    0.0%    0.0%    0.0%
  677    1.8%    0.0%    0.0%    0.0%
  676    1.9%    0.0%    0.0%    0.0%
  675    1.9%    0.0%    0.0%    0.0%
  674    1.9%    0.0%    0.0%    0.0%
  673    1.9%    0.0%    0.0%    0.0%
  672    1.9%    0.0%    0.0%    0.0%
  671    1.9%    0.0%    0.0%    0.0%
  670    1.9%    0.0%    0.0%    0.0%
  669    2.0%    0.0%    0.0%    0.0%
  668    2.0%    0.0%    0.0%    0.0%
  667    2.0%    0.0%    0.0%    0.0%
  666    2.0%    0.0%    0.0%    0.0%
  665    2.0%    0.0%    0.0%    0.0%
  664    2.0%    0.0%    0.0%    0.0%
  663    2.0%    0.0%    0.0%    0.0%
  662    2.0%    0.0%    0.0%    0.0%
  661    2.1%    0.0%    0.0%    0.0%
  660    2.1%    0.0%    0.0%    0.0%
  659    2.1%    0.0%    0.0%    0.0%
  658    2.1%    0.0%    0.0%    0.0%
  657    2.1%    0.0%    0.0%    0.0%
  656    2.1%    0.0%    0.0%    0.0%
  655    2.1%    0.0%    0.0%    0.0%
  654    2.2%    0.0%    0.0%    0.0%
  653    2.2%    0.0%    0.0%    0.0%
  652    2.2%    0.0%    0.0%    0.0%
  651    2.2%    0.0%    0.0%    0.0%
  650    2.2%    0.0%    0.0%    0.0%
  649    2.2%    0.0%    0.0%    0.0%
  648    2.2%    0.0%    0.0%    0.0%
  647    2.3%    0.0%    0.0%    0.0%
  646    2.3%    0.0%    0.0%    0.0%
  645    2.3%    0.0%    0.0%    0.0%
  644    2.3%    0.0%    0.0%    0.0%
  643    2.3%    0.1%    0.0%    0.0%
  642    2.3%    0.1%    0.0%    0.0%
  641    2.4%    0.1%    0.0%    0.0%
  640    2.4%    0.1%    0.0%    0.0%
  639    2.4%    0.1%    0.0%    0.0%
  638    2.4%    0.1%    0.0%    0.0%
  637    2.4%    0.1%    0.0%    0.0%
  636    2.5%    0.1%    0.0%    0.0%
  635    2.5%    0.1%    0.0%    0.0%
  634    2.5%    0.1%    0.0%    0.0%
  633    2.5%    0.1%    0.0%    0.0%
  632    2.5%    0.1%    0.0%    0.0%
  631    2.5%    0.1%    0.0%    0.0%
  630    2.6%    0.1%    0.0%    0.0%
  629    2.6%    0.1%    0.0%    0.0%
  628    2.6%    0.1%    0.0%    0.0%
  627    2.6%    0.1%    0.0%    0.0%
  626    2.6%    0.1%    0.0%    0.0%
  625    2.7%    0.1%    0.0%    0.0%
  624    2.7%    0.1%    0.0%    0.0%
  623    2.7%    0.1%    0.0%    0.0%
  622    2.7%    0.1%    0.0%    0.0%
  621    2.7%    0.1%    0.0%    0.0%
  620    2.8%    0.1%    0.0%    0.0%
  619    2.8%    0.1%    0.0%    0.0%
  618    2.8%    0.1%    0.0%    0.0%
  617    2.8%    0.1%    0.0%    0.0%
  616    2.8%    0.1%    0.0%    0.0%
  615    2.9%    0.1%    0.0%    0.0%
  614    2.9%    0.1%    0.0%    0.0%
  613    2.9%    0.1%    0.0%    0.0%
  612    2.9%    0.1%    0.0%    0.0%
  611    2.9%    0.1%    0.0%    0.0%
  610    3.0%    0.1%    0.0%    0.0%
  609    3.0%    0.1%    0.0%    0.0%
  608    3.0%    0.1%    0.0%    0.0%
  607    3.0%    0.1%    0.0%    0.0%
  606    3.1%    0.1%    0.0%    0.0%
  605    3.1%    0.1%    0.0%    0.0%
  604    3.1%    0.1%    0.0%    0.0%
  603    3.1%    0.1%    0.0%    0.0%
  602    3.2%    0.1%    0.0%    0.0%
  601    3.2%    0.1%    0.0%    0.0%
  600    3.2%    0.2%    0.0%    0.0%
  599    3.2%    0.2%    0.0%    0.0%
  598    3.3%    0.2%    0.0%    0.0%
  597    3.3%    0.2%    0.0%    0.0%
  596    3.3%    0.2%    0.0%    0.0%
  595    3.3%    0.2%    0.0%    0.0%
  594    3.4%    0.2%    0.0%    0.0%
  593    3.4%    0.2%    0.0%    0.0%
  592    3.4%    0.2%    0.0%    0.0%
  591    3.5%    0.2%    0.0%    0.0%
  590    3.5%    0.2%    0.0%    0.0%
  589    3.5%    0.2%    0.0%    0.0%
  588    3.5%    0.2%    0.0%    0.0%
  587    3.6%    0.2%    0.0%    0.0%
  586    3.6%    0.2%    0.0%    0.0%
  585    3.6%    0.2%    0.0%    0.0%
  584    3.7%    0.2%    0.0%    0.0%
  583    3.7%    0.2%    0.0%    0.0%
  582    3.7%    0.2%    0.0%    0.0%
  581    3.8%    0.2%    0.0%    0.0%
  580    3.8%    0.3%    0.0%    0.0%
  579    3.8%    0.3%    0.0%    0.0%
  578    3.9%    0.3%    0.0%    0.0%
  577    3.9%    0.3%    0.0%    0.0%
  576    3.9%    0.3%    0.0%    0.0%
  575    4.0%    0.3%    0.0%    0.0%
  574    4.0%    0.3%    0.0%    0.0%
  573    4.0%    0.3%    0.0%    0.0%
  572    4.1%    0.3%    0.0%    0.0%
  571    4.1%    0.3%    0.0%    0.0%
  570    4.2%    0.3%    0.0%    0.0%
  569    4.2%    0.3%    0.0%    0.0%
  568    4.2%    0.4%    0.0%    0.0%
  567    4.3%    0.4%    0.0%    0.0%
  566    4.3%    0.4%    0.0%    0.0%
  565    4.4%    0.4%    0.0%    0.0%
  564    4.5%    0.4%    0.0%    0.0%
  563    4.5%    0.4%    0.0%    0.0%
  562    4.6%    0.5%    0.0%    0.0%
  561    4.7%    0.5%    0.0%    0.0%
  560    4.7%    0.5%    0.0%    0.0%
  559    4.8%    0.5%    0.0%    0.0%
  558    5.0%    0.6%    0.0%    0.0%
  557    5.1%    0.6%    0.0%    0.0%
  556    5.2%    0.7%    0.0%    0.0%
  555    5.3%    0.7%    0.0%    0.0%
  554    5.5%    0.7%    0.0%    0.0%
  553    5.6%    0.8%    0.0%    0.0%
  552    5.8%    0.9%    0.0%    0.0%
  551    6.1%    0.9%    0.0%    0.0%
  550    6.3%    1.0%    0.0%    0.0%
  549    6.7%    1.1%    0.0%    0.0%
  548    7.0%    1.2%    0.0%    0.0%
  547    7.3%    1.3%    0.0%    0.0%
  546    7.6%    1.3%    0.0%    0.0%
  545    8.1%    1.5%    0.0%    0.0%
  544    8.6%    1.6%    0.0%    0.0%
  543    9.0%    1.8%    0.0%    0.0%
  542    9.4%    1.9%    0.0%    0.0%
  541    9.9%    2.1%    0.0%    0.0%
  540   10.5%    2.4%    0.0%    0.0%
  539   11.3%    2.8%    0.0%    0.0%
  538   12.1%    3.3%    0.0%    0.0%
  537   13.0%    4.0%    0.0%    0.0%
  536   13.7%    4.6%    0.1%    0.0%
  535   14.3%    4.9%    0.1%    0.0%
  534   14.7%    5.3%    0.1%    0.0%
  533   15.3%    5.7%    0.1%    0.0%
  532   16.0%    6.2%    0.3%    0.0%
  531   16.5%    6.8%    0.3%    0.0%
  530   17.0%    7.4%    0.3%    0.0%
  529   17.5%    7.6%    0.3%    0.0%
  528   18.0%    7.9%    0.4%    0.0%
  527   18.4%    8.1%    0.4%    0.0%
  526   18.9%    8.3%    0.4%    0.0%
  525   19.4%    8.5%    0.4%    0.0%
  524   20.0%    8.7%    0.4%    0.0%
  523   20.6%    9.0%    0.5%    0.0%
  522   21.4%    9.2%    0.5%    0.0%
  521   22.3%    9.5%    0.5%    0.0%
  520   23.2%    9.8%    0.6%    0.0%
  519   24.1%   10.2%    0.6%    0.0%
  518   25.0%   10.6%    0.6%    0.0%
  517   26.0%   11.2%    0.6%    0.0%
  516   27.1%   11.8%    0.6%    0.0%
  515   28.2%   12.5%    0.6%    0.0%
  514   29.3%   13.1%    0.6%    0.0%
  513   30.5%   13.8%    0.7%    0.0%
  512   31.6%   14.6%    0.7%    0.0%
  511   33.0%   15.5%    0.7%    0.0%
  510   34.5%   16.6%    0.8%    0.0%
  509   36.3%   18.0%    0.9%    0.0%
  508   37.9%   19.2%    1.0%    0.0%
  507   40.3%   21.1%    1.0%    0.1%
  506   42.7%   23.0%    1.1%    0.1%
  505   44.7%   24.7%    1.2%    0.1%
  504   46.8%   26.4%    1.3%    0.1%
  503   49.8%   29.1%    1.8%    0.1%
  502   52.3%   31.4%    2.2%    0.1%
  501   54.0%   32.9%    2.4%    0.1%
  500   56.3%   34.5%    2.6%    0.1%
  499   58.4%   36.4%    2.9%    0.1%
  498   60.2%   38.1%    3.1%    0.2%
  497   61.9%   40.3%    3.5%    0.2%
  496   63.3%   41.9%    3.7%    0.2%
  495   64.5%   43.1%    3.9%    0.3%
  494   65.6%   44.2%    4.1%    0.3%
  493   66.6%   45.3%    4.3%    0.3%
  492   67.4%   46.4%    4.8%    0.4%
  491   68.0%   47.1%    5.0%    0.4%
  490   68.7%   47.7%    5.4%    0.5%
  489   69.8%   48.7%    5.7%    0.6%
  488   72.0%   50.8%    6.7%    0.8%
  487   72.8%   51.6%    7.1%    0.9%
  486   73.4%   52.2%    7.3%    0.9%
  485   73.9%   53.0%    7.8%    1.0%
  484   74.3%   53.3%    8.1%    1.1%
  483   74.6%   53.6%    8.3%    1.2%
  482   74.9%   53.9%    8.6%    1.2%
  481   75.2%   54.3%    8.9%    1.3%
  480   75.5%   54.8%    9.0%    1.3%
  479   75.9%   55.3%    9.3%    1.4%
  478   76.3%   55.8%    9.5%    1.5%
  477   76.8%   56.4%    9.7%    1.5%
  476   77.4%   57.0%    9.8%    1.5%
  475   77.9%   57.5%    9.9%    1.6%
  474   78.3%   57.9%   10.0%    1.6%
  473   78.7%   58.4%   10.1%    1.6%
  472   79.2%   58.8%   10.2%    1.6%
  471   79.5%   59.1%   10.3%    1.6%
  470   79.7%   59.3%   10.5%    1.7%
  469   79.9%   59.5%   10.5%    1.7%
  468   80.1%   59.6%   10.6%    1.7%
  467   80.2%   59.8%   10.7%    1.7%
  466   80.4%   59.9%   10.8%    1.8%
  465   80.5%   60.1%   10.9%    1.8%
  464   80.6%   60.2%   10.9%    1.8%
  463   80.7%   60.4%   11.0%    1.8%
  462   80.9%   60.6%   11.1%    1.8%
  461   81.0%   60.8%   11.2%    1.8%
  460   81.1%   61.1%   11.4%    1.9%
  459   81.3%   61.3%   11.4%    1.9%
  458   81.4%   61.5%   11.5%    1.9%
  457   81.5%   61.7%   11.6%    2.0%
  456   81.7%   61.9%   11.7%    2.0%
  455   81.9%   62.2%   11.8%    2.0%
  454   82.0%   62.4%   11.9%    2.0%
  453   82.2%   62.6%   12.0%    2.1%
  452   82.3%   62.7%   12.1%    2.1%
  451   82.5%   62.8%   12.2%    2.1%
  450   82.6%   63.0%   12.5%    2.3%
  449   82.7%   63.2%   12.6%    2.3%
  448   82.8%   63.3%   12.7%    2.3%
  447   82.9%   63.4%   12.7%    2.3%
  446   82.9%   63.6%   13.0%    2.5%
  445   83.0%   63.7%   13.0%    2.5%
  444   83.1%   63.9%   13.1%    2.5%
  443   83.1%   64.0%   13.2%    2.6%
  442   83.2%   64.1%   13.3%    2.6%
  441   83.3%   64.3%   13.3%    2.6%
  440   83.3%   64.6%   13.6%    2.7%
  439   83.4%   65.0%   13.7%    2.8%
  438   83.6%   65.5%   13.8%    2.8%
  437   83.7%   66.0%   14.0%    2.9%
  436   83.7%   66.5%   14.4%    3.0%
  435   83.8%   66.7%   14.7%    3.1%
  434   83.9%   67.1%   14.9%    3.2%
  433   83.9%   67.4%   15.0%    3.3%
  432   84.0%   67.5%   15.2%    3.3%
  431   84.0%   67.6%   15.3%    3.4%
  430   84.1%   67.7%   15.5%    3.5%
  429   84.1%   67.9%   15.7%    3.6%
  428   84.2%   68.0%   15.8%    3.7%
  427   84.2%   68.2%   15.9%    3.7%
  426   84.3%   68.4%   16.1%    3.8%
  425   84.4%   68.6%   16.2%    3.8%
  424   84.4%   68.8%   16.4%    3.9%
  423   84.5%   68.9%   16.5%    3.9%
  422   84.5%   69.1%   16.6%    4.0%
  421   84.6%   69.3%   16.7%    4.0%
  420   84.6%   69.6%   16.9%    4.1%
  419   84.7%   70.4%   17.1%    4.2%
  418   84.7%   70.9%   17.2%    4.2%
  417   84.8%   71.1%   17.4%    4.3%
  416   84.8%   71.3%   17.5%    4.4%
  415   84.9%   71.5%   17.7%    4.5%
  414   84.9%   71.8%   17.9%    4.6%
  413   85.0%   72.1%   18.1%    4.7%
  412   85.0%   72.7%   18.5%    5.0%
  411   85.1%   73.4%   19.3%    5.5%
  410   85.2%   74.4%   19.8%    5.7%
  409   85.2%   75.3%   20.5%    6.1%
  408   85.3%   75.7%   21.0%    6.4%
  407   85.4%   76.0%   21.6%    6.6%
  406   85.6%   76.3%   22.2%    6.9%
  405   86.0%   76.7%   22.6%    7.1%
  404   86.1%   76.8%   23.1%    7.4%
  403   86.1%   77.0%   23.7%    7.8%
  402   86.1%   77.1%   24.0%    8.0%
  401   86.2%   77.3%   24.3%    8.2%
  400   86.2%   77.5%   24.6%    8.3%
  399   86.3%   77.7%   25.0%    8.5%
  398   86.3%   77.9%   25.4%    8.8%
  397   86.4%   78.2%   25.7%    9.0%
  396   86.4%   78.5%   26.0%    9.1%
  395   86.4%   78.9%   26.5%    9.4%
  394   86.5%   79.2%   27.0%    9.7%
  393   86.5%   79.4%   27.3%    9.8%
  392   86.6%   79.5%   27.6%   10.1%
  391   86.6%   79.7%   28.0%   10.4%
  390   86.7%   79.9%   28.5%   10.7%
  389   86.7%   80.1%   29.1%   11.2%
  388   86.8%   80.2%   29.4%   11.3%
  387   86.9%   80.3%   29.6%   11.5%
  386   86.9%   80.3%   30.1%   11.8%
  385   86.9%   80.4%   30.4%   12.0%
  384   87.0%   80.5%   30.6%   12.1%
  383   87.0%   80.5%   30.8%   12.2%
  382   87.1%   80.6%   31.2%   12.6%
  381   87.1%   80.7%   31.4%   12.7%
  380   87.2%   80.9%   31.6%   12.8%
  379   87.3%   81.0%   31.9%   13.0%
  378   87.4%   81.1%   32.1%   13.2%
  377   87.5%   81.2%   32.4%   13.4%
  376   87.5%   81.3%   32.6%   13.7%
  375   87.6%   81.4%   33.0%   13.9%
  374   87.8%   81.5%   33.3%   14.1%
  373   87.9%   81.7%   33.5%   14.3%
  372   88.0%   81.9%   33.9%   14.6%
  371   88.1%   82.0%   34.2%   14.9%
  370   88.2%   82.0%   34.4%   15.1%
  369   88.2%   82.1%   34.6%   15.2%
  368   88.3%   82.2%   34.8%   15.4%
  367   88.4%   82.2%   35.0%   15.6%
  366   88.4%   82.3%   35.2%   15.7%
  365   88.5%   82.4%   35.4%   15.9%
  364   88.6%   82.5%   35.7%   16.1%
  363   88.7%   82.6%   35.8%   16.2%
  362   88.7%   82.7%   36.0%   16.3%
  361   88.8%   82.7%   36.1%   16.4%
  360   88.9%   82.8%   36.3%   16.5%
  359   89.0%   83.0%   36.4%   16.7%
  358   89.1%   83.1%   36.8%   17.1%
  357   89.1%   83.1%   37.0%   17.2%
  356   89.2%   83.2%   37.2%   17.3%
  355   89.2%   83.2%   37.3%   17.5%
  354   89.3%   83.3%   37.5%   17.7%
  353   89.4%   83.4%   37.8%   17.9%
  352   89.6%   83.5%   38.0%   18.0%
  351   89.6%   83.6%   38.1%   18.1%
  350   89.7%   83.6%   38.2%   18.2%
  349   89.7%   83.7%   38.3%   18.3%
  348   89.7%   83.7%   38.5%   18.5%
  347   89.8%   83.8%   38.8%   18.6%
  346   89.8%   83.8%   39.0%   18.8%
  345   89.8%   83.9%   39.1%   18.9%
  344   89.8%   83.9%   39.4%   19.1%
  343   89.9%   83.9%   39.5%   19.2%
  342   89.9%   84.0%   39.7%   19.4%
  341   89.9%   84.0%   39.8%   19.5%
  340   89.9%   84.0%   39.9%   19.6%
  339   90.0%   84.1%   40.0%   19.7%
  338   90.0%   84.1%   40.0%   19.7%
  337   90.0%   84.2%   40.1%   19.8%
  336   90.0%   84.2%   40.1%   19.8%
  335   90.0%   84.2%   40.2%   19.9%
  334   90.1%   84.3%   40.3%   20.0%
  333   90.1%   84.3%   40.4%   20.0%
  332   90.1%   84.3%   40.4%   20.1%
  331   90.1%   84.4%   40.5%   20.2%
  330   90.1%   84.4%   40.6%   20.3%
  329   90.1%   84.5%   40.7%   20.4%
  328   90.2%   84.5%   40.7%   20.4%
  327   90.2%   84.6%   41.0%   20.7%
  326   90.2%   84.6%   41.2%   20.9%
  325   90.2%   84.7%   41.3%   20.9%
  324   90.2%   84.7%   41.4%   21.1%
  323   90.3%   84.7%   41.4%   21.1%
  322   90.3%   84.8%   41.5%   21.3%
  321   90.3%   84.8%   41.7%   21.4%
  320   90.3%   84.8%   42.0%   21.6%
  319   90.3%   84.9%   42.1%   21.7%
  318   90.3%   84.9%   42.3%   21.8%
  317   90.3%   84.9%   42.4%   22.0%
  316   90.4%   84.9%   42.6%   22.1%
  315   90.4%   85.0%   42.7%   22.3%
  314   90.4%   85.0%   42.8%   22.4%
  313   90.4%   85.0%   42.8%   22.5%
  312   90.4%   85.1%   42.9%   22.6%
  311   90.4%   85.1%   43.0%   22.7%
  310   90.4%   85.1%   43.1%   22.8%
  309   90.5%   85.2%   43.2%   23.0%
  308   90.5%   85.2%   43.3%   23.1%
  307   90.5%   85.2%   43.4%   23.2%
  306   90.5%   85.2%   43.5%   23.3%
  305   90.5%   85.3%   43.6%   23.4%
  304   90.5%   85.3%   43.6%   23.5%
  303   90.5%   85.3%   43.7%   23.6%
  302   90.5%   85.4%   43.8%   23.7%
  301   90.6%   85.4%   44.0%   23.9%
  300   90.6%   85.4%   44.0%   24.0%
  299   90.6%   85.4%   44.1%   24.1%
  298   90.6%   85.5%   44.2%   24.2%
  297   90.6%   85.5%   44.3%   24.3%
  296   90.6%   85.5%   44.3%   24.3%
  295   90.7%   85.5%   44.4%   24.4%
  294   90.7%   85.6%   44.4%   24.4%
  293   90.7%   85.6%   44.5%   24.5%
  292   90.7%   85.6%   44.5%   24.5%
  291   90.7%   85.6%   44.6%   24.5%
  290   90.7%   85.7%   44.6%   24.6%
  289   90.7%   85.7%   44.7%   24.7%
  288   90.7%   85.7%   44.7%   24.7%
  287   90.8%   85.7%   44.7%   24.7%
  286   90.8%   85.8%   44.8%   24.8%
  285   90.8%   85.8%   44.9%   24.8%
  284   90.8%   85.8%   44.9%   24.9%
  283   90.8%   85.9%   44.9%   24.9%
  282   90.8%   85.9%   45.0%   24.9%
  281   90.8%   85.9%   45.0%   24.9%
  280   90.9%   86.0%   45.0%   25.0%
  279   90.9%   86.0%   45.0%   25.0%
  278   90.9%   86.0%   45.1%   25.0%
  277   90.9%   86.1%   45.1%   25.0%
  276   90.9%   86.1%   45.1%   25.0%
  275   90.9%   86.2%   45.1%   25.0%
  274   90.9%   86.3%   45.2%   25.1%
  273   90.9%   86.4%   45.2%   25.1%
  272   91.0%   86.5%   45.2%   25.1%
  271   91.0%   86.7%   45.3%   25.1%
  270   91.0%   87.2%   45.7%   25.2%
  269   91.0%   87.2%   45.7%   25.2%
  268   91.0%   87.3%   45.8%   25.2%
  267   91.0%   87.3%   45.8%   25.2%
  266   91.0%   87.3%   45.8%   25.2%
  265   91.1%   87.3%   45.9%   25.3%
  264   91.1%   87.4%   45.9%   25.3%
  263   91.1%   87.4%   46.1%   25.4%
  262   91.1%   87.4%   46.1%   25.4%
  261   91.1%   87.4%   46.2%   25.5%
  260   91.1%   87.5%   46.2%   25.5%
  259   91.1%   87.5%   46.2%   25.5%
  258   91.1%   87.5%   46.2%   25.5%
  257   91.2%   87.5%   46.3%   25.6%
  256   91.2%   87.5%   46.3%   25.6%
  255   91.2%   87.5%   46.4%   25.7%
  254   91.2%   87.6%   46.4%   25.7%
  253   91.2%   87.6%   46.4%   25.7%
  252   91.2%   87.6%   46.4%   25.7%
  251   91.2%   87.6%   46.5%   25.8%
  250   91.2%   87.7%   46.5%   25.9%
  249   91.3%   87.7%   46.6%   25.9%
  248   91.3%   87.7%   46.6%   26.0%
  247   91.3%   87.8%   46.6%   26.0%
  246   91.3%   87.8%   46.7%   26.0%
  245   91.3%   87.9%   46.7%   26.1%
  244   91.3%   88.0%   46.9%   26.2%
  243   91.3%   88.4%   47.1%   26.3%
  242   91.4%   88.4%   47.3%   26.5%
  241   91.4%   88.5%   47.4%   26.7%
  240   91.4%   88.5%   47.5%   26.7%
  239   91.4%   88.6%   47.5%   26.8%
  238   91.4%   88.6%   47.6%   26.9%
  237   91.4%   88.7%   47.8%   27.0%
  236   91.5%   88.7%   48.0%   27.3%
  235   91.5%   88.7%   48.2%   27.5%
  234   91.5%   88.8%   48.3%   27.7%
  233   91.5%   88.8%   48.3%   27.7%
  232   91.5%   88.8%   48.4%   27.8%
  231   91.6%   88.9%   48.5%   27.9%
  230   91.6%   88.9%   48.6%   28.0%
  229   91.7%   89.0%   49.0%   28.6%
  228   91.7%   89.1%   49.1%   28.7%
  227   91.8%   89.2%   49.4%   29.2%
  226   91.9%   89.3%   49.5%   29.3%
  225   91.9%   89.3%   49.5%   29.3%
  224   91.9%   89.3%   49.6%   29.6%
  223   91.9%   89.4%   49.7%   29.7%
  222   91.9%   89.4%   49.9%   29.9%
  221   92.0%   89.5%   50.1%   30.1%
  220   92.0%   89.5%   50.2%   30.2%
  219   92.0%   89.5%   50.2%   30.2%
  218   92.0%   89.6%   50.3%   30.3%
  217   92.0%   89.6%   50.3%   30.3%
  216   92.0%   89.6%   50.4%   30.4%
  215   92.1%   89.7%   50.5%   30.5%
  214   92.1%   89.7%   50.5%   30.6%
  213   92.1%   89.7%   50.6%   30.7%
  212   92.1%   89.7%   50.8%   30.8%
  211   92.1%   89.8%   50.9%   31.2%
  210   92.1%   89.8%   51.0%   31.2%
  209   92.2%   89.8%   51.1%   31.3%
  208   92.2%   89.9%   51.4%   31.6%
  207   92.2%   89.9%   51.5%   31.7%
  206   92.2%   89.9%   51.6%   31.8%
  205   92.2%   90.0%   51.7%   31.9%
  204   92.3%   90.0%   51.7%   32.0%
  203   92.3%   90.1%   51.8%   32.0%
  202   92.3%   90.1%   52.0%   32.4%
  201   92.3%   90.1%   52.1%   32.4%
  200   92.3%   90.2%   52.2%   32.5%
  199   92.4%   90.2%   52.2%   32.6%
  198   92.4%   90.3%   52.3%   32.7%
  197   92.4%   90.3%   52.4%   32.8%
  196   92.4%   90.4%   52.5%   32.9%
  195   92.4%   90.4%   52.7%   33.2%
  194   92.5%   90.4%   52.8%   33.3%
  193   92.5%   90.5%   52.9%   33.4%
  192   92.5%   90.6%   53.6%   33.8%
  191   92.5%   90.6%   53.7%   33.9%
  190   92.5%   90.7%   53.9%   34.1%
  189   92.6%   90.8%   54.1%   34.4%
  188   92.6%   90.9%   54.2%   34.6%
  187   92.6%   91.0%   54.3%   34.8%
  186   92.7%   91.1%   54.4%   34.9%
  185   92.7%   91.2%   54.8%   35.2%
  184   92.7%   91.3%   55.0%   35.5%
  183   92.8%   91.5%   55.5%   36.0%
  182   92.8%   91.7%   56.5%   36.9%
  181   92.9%   91.9%   56.8%   37.1%
  180   92.9%   92.0%   57.2%   37.7%
  179   93.0%   92.5%   59.2%   39.9%
  178   93.0%   92.7%   60.4%   41.4%
  177   93.0%   92.7%   62.3%   43.4%
  176   93.0%   92.8%   62.8%   44.0%
  175   93.1%   92.8%   63.1%   44.4%
  174   93.1%   92.9%   63.9%   45.3%
  173   93.1%   92.9%   64.2%   45.6%
  172   93.1%   92.9%   64.4%   46.0%
  171   93.1%   92.9%   64.7%   46.4%
  170   93.2%   93.0%   65.4%   47.3%
  169   93.2%   93.0%   66.1%   48.5%
  168   93.2%   93.0%   67.5%   50.7%
  167   93.3%   93.1%   67.9%   51.4%
  166   93.3%   93.1%   68.0%   51.6%
  165   93.3%   93.1%   68.1%   51.8%
  164   93.3%   93.2%   68.2%   51.9%
  163   93.4%   93.2%   68.3%   52.0%
  162   93.4%   93.2%   68.3%   52.1%
  161   93.4%   93.3%   68.4%   52.2%
  160   93.5%   93.3%   68.6%   52.3%
  159   93.5%   93.3%   68.7%   52.5%
  158   93.5%   93.4%   68.8%   52.8%
  157   93.6%   93.4%   68.9%   52.9%
  156   93.6%   93.4%   69.0%   53.1%
  155   93.6%   93.5%   69.1%   53.3%
  154   93.7%   93.5%   69.4%   53.7%
  153   93.7%   93.5%   69.5%   53.9%
  152   93.7%   93.6%   69.6%   54.0%
  151   93.8%   93.6%   69.7%   54.2%
